Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/captureOwnerStack.json-2,459",100,344,125,421,920,3045,54,11787,7.000%,1.24648,6.02,0.68
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/startTransition.json-2,460",100,172,100,454,592,931,56,1132,2.000%,1.24906,3.34,0.68
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useCallback.json-2,461",100,333,156,768,1564,2441,63,2932,12.000%,1.24922,13.72,0.67
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useCallback.json?markdownPath=reference&markdownPath=react&markdownPath=useCallback-2,462",100,135,88,188,373,639,51,1728,1.000%,1.25155,0.74,0.65
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useActionState.json-2,463",100,379,166,938,1636,3142,56,3333,13.000%,1.25174,14.21,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useEffectEvent.json-2,467",100,253,119,519,694,1741,54,3813,5.000%,1.25364,8.62,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useDeferredValue.json-2,465",100,355,130,606,1820,3578,52,4138,9.000%,1.25431,9.99,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useId.json-2,468",100,219,106,494,886,1464,53,1616,8.000%,1.26032,5.55,0.67
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useEffect.json-2,466",100,476,190,883,1546,4963,66,6137,13.000%,1.26707,23.89,0.68
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useDebugValue.json-2,464",100,182,99,349,438,1268,50,2420,4.000%,1.26944,3.20,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useImperativeHandle.json-2,469",100,185,105,264,638,1263,55,1522,5.000%,1.26981,5.00,0.71
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useInsertionEffect.json-2,470",100,284,116,331,944,4027,48,6245,6.000%,1.27541,4.69,0.71
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useLayoutEffect.json-2,471",100,307,119,546,998,3612,54,4069,9.000%,1.27797,8.42,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/learn/react-compiler.json-2,472",100,128,101,196,349,431,50,630,0.000%,1.27920,2.20,0.66
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useEffectEvent.json-2,473",100,189,131,453,519,865,52,933,2.000%,1.27768,8.79,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useEffect.json-2,474",100,445,190,1063,1812,4049,62,4641,15.000%,1.27846,24.10,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useEffectEvent.json-2,475",100,269,107,541,1150,2270,56,2834,10.000%,1.28775,8.86,0.71
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useReducer.json-2,477",100,239,147,501,687,1221,53,1599,4.000%,1.28884,12.41,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useRef.json-2,478",100,212,108,470,594,1753,51,2195,4.000%,1.29324,9.24,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useSyncExternalStore.json-2,479",100,306,119,531,818,4134,54,5281,7.000%,1.29132,8.58,0.72
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useOptimistic.json-2,476",100,416,156,595,1400,2664,56,12400,7.000%,1.28883,15.22,0.70
"ReactDev/g/collect?v=2&tid=G-B1E83PJ3RT&gtm=45je6461h1v9119811439za200zd9119811439&_p=1775663617227&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&cid=144136750.1775661569&frm=0&pscdl=noapi&sr=1536x864&ul=en-us&tag_exp=0~115938465~115938469~116991816~117266401~117512543~118463801&sid=1775661568&sct=1&seg=1&dl=https%3A%2F%2Freact.dev%2Freference%2Freact%2Fapis&dt=Built-in%20React%20APIs%20%E2%80%93%20React&_s=2&tfd=14007-2,481",100,176,109,372,499,1080,55,1160,4.000%,1.29072,1.04,1.46
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useState.json-2,480",100,361,158,911,1388,2731,57,5419,11.000%,1.29582,17.49,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/components.json-2,482",100,152,86,338,400,911,51,953,3.000%,1.29804,1.70,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useState.json-2,484",100,323,151,659,1230,1906,56,5484,10.000%,1.30259,17.58,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useRef.json-2,485",100,199,112,311,753,1794,51,1991,6.000%,1.30427,9.32,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useSyncExternalStore.json-2,486",100,249,116,478,1125,2058,54,2571,9.000%,1.30416,8.67,0.73
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useTransition.json-2,483",100,394,173,887,1494,4128,56,4899,11.000%,1.30497,17.29,0.71
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useState.json-2,487",100,352,151,882,1477,2842,53,3539,12.000%,1.30988,17.68,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useSyncExternalStore.json-2,488",100,174,98,359,493,1194,52,1258,4.000%,1.31777,8.76,0.74
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/useTransition.json-2,489",100,291,148,485,729,2685,54,2968,6.000%,1.31439,17.42,0.72
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/components.json-2,490",100,163,96,339,419,1585,55,1912,2.000%,1.31629,1.73,0.71
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react/apis.json-2,491",100,153,97,269,450,1005,50,1413,3.000%,1.32062,2.30,0.70
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom/hooks.json-2,492",100,134,95,202,325,541,54,1436,1.000%,1.33501,2.04,0.72
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom/static.json-2,493",100,125,94,191,351,587,53,598,0.000%,1.34228,2.13,0.72
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom/server.json-2,494",100,158,97,181,611,996,49,1843,4.000%,1.34289,2.36,0.73
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom/client.json-2,495",100,251,87,317,438,528,50,11970,1.000%,1.34391,1.82,0.73
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom.json-2,496",100,298,103,389,799,1596,54,11968,6.000%,1.34575,2.77,0.69
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-compiler/directives.json-2,497",100,160,103,219,554,1095,52,1302,3.000%,1.34539,4.28,0.75
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-compiler/compiling-libraries.json-2,498",100,136,96,224,384,608,49,781,1.000%,1.34640,3.58,0.77
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/reference/react-dom/static.json-2,499",100,112,92,168,253,421,48,478,0.000%,1.34550,2.14,0.73
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/community.json-2,501",100,106,90,152,234,269,48,583,0.000%,1.34445,2.47,0.65
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog.json-2,500",100,133,89,230,338,705,50,867,2.000%,1.34463,6.12,0.63
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/community.json-2,502",100,117,96,170,246,584,49,799,1.000%,1.34747,2.48,0.65
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog.json-2,503",100,171,82,313,420,1572,51,1739,4.000%,1.34744,6.14,0.64
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/12/11/denial-of-service-and-source-code-exposure-in-react-server-components.json-2,505",100,170,103,293,444,1265,52,2032,5.000%,1.34740,7.24,0.89
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog.json?markdownPath=blog-2,504",100,124,83,186,304,750,48,1108,2.000%,1.34791,0.76,0.61
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/12/03/critical-security-vulnerability-in-react-server-components.json-2,506",100,187,84,459,795,1133,53,1191,6.000%,1.34953,6.08,0.86
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2026/02/24/the-react-foundation.json-2,507",100,185,95,244,544,1521,50,2892,5.000%,1.35799,3.32,0.76
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2026/02/24/the-react-foundation.json-2,508",100,152,88,297,481,1083,50,1090,3.000%,1.36010,3.32,0.77
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/10/16/react-conf-2025-recap.json-2,509",100,169,98,274,614,1092,56,1111,5.000%,1.36078,8.11,0.77
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/12/03/critical-security-vulnerability-in-react-server-components.json-2,510",100,134,94,217,381,626,50,1167,1.000%,1.36374,6.15,0.87
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/10/07/react-compiler-1.json-2,511",100,212,114,217,849,1893,54,2339,7.000%,1.36422,10.33,0.76
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/10/16/react-conf-2025-recap.json-2,512",100,152,95,232,275,1364,51,1911,2.000%,1.36329,8.13,0.77
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/12/03/critical-security-vulnerability-in-react-server-components.json-2,513",100,155,92,198,487,818,52,2384,3.000%,1.36584,6.16,0.87
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/blog/2025/12/03/critical-security-vulnerability-in-react-server-components.json?markdownPath=blog&markdownPath=2025&markdownPath=12&markdownPath=03&markdownPath=critical-security-vulnerability-in-react-server-components-2,514",100,113,80,163,311,418,50,1048,1.000%,1.36707,0.87,0.85
"ReactDev/_next/data/1-ZF-6XQG0jdGRecpF7eG/community/team.json-2,515",100,148,93,186,599,1174,55,1406,5.000%,1.36866,7.66,0.75
"ReactDev/g/collect?v=2&tid=G-B1E83PJ3RT&gtm=45je6461h1v9119811439za200zd9119811439&_p=1775663617227&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&cid=144136750.1775661569&frm=0&pscdl=noapi&sr=1536x864&ul=en-us&tag_exp=0~115938465~115938469~116991816~117266401~117512543~118463801&sid=1775661568&sct=1&seg=1&dl=https%3A%2F%2Freact.dev%2Fblog&dt=useCallback%20%E2%80%93%20React&_s=3&tfd=27904-2,516",100,134,93,191,432,441,55,1409,1.000%,1.36908,1.10,1.62
TOTAL,14700,274,118,531,935,2419,48,29499,6.986%,128.01979,688.39,66.40
